,en_Manchester Arena bombing,ar_Manchester Arena bombing,en_Israel–Hamas war,ar_Israel–Hamas war,he_Israel–Hamas war,en_Charlie Hebdo shooting,ar_Charlie Hebdo shooting,fr_Charlie Hebdo shooting,date
858,47.0,8.0,,,,1017,28,790,2020-02-15
859,70.0,9.0,,,,1514,25,848,2020-02-16
860,45.0,9.0,,,,1115,25,746,2020-02-17
861,55.0,7.0,,,,1038,23,744,2020-02-18
862,57.0,2.0,,,,1208,21,761,2020-02-19
863,58.0,7.0,,,,1270,23,1034,2020-02-20
864,48.0,10.0,,,,981,18,802,2020-02-21
865,39.0,10.0,,,,881,32,650,2020-02-22
866,64.0,10.0,,,,1073,16,758,2020-02-23
867,76.0,11.0,,,,1125,30,713,2020-02-24
868,89.0,15.0,,,,1073,17,736,2020-02-25
869,60.0,7.0,,,,1041,23,717,2020-02-26
870,62.0,7.0,,,,1259,23,698,2020-02-27
871,68.0,22.0,,,,1078,32,625,2020-02-28
872,51.0,22.0,,,,908,40,612,2020-02-29
873,64.0,12.0,,,,947,28,721,2020-03-01
874,62.0,12.0,,,,995,28,717,2020-03-02
875,69.0,11.0,,,,1090,23,763,2020-03-03
876,58.0,14.0,,,,1070,18,791,2020-03-04
877,72.0,13.0,,,,1137,33,763,2020-03-05
878,53.0,27.0,,,,1253,36,666,2020-03-06
879,61.0,11.0,,,,855,26,568,2020-03-07
880,63.0,10.0,,,,972,24,758,2020-03-08
881,67.0,7.0,,,,1156,21,743,2020-03-09
882,66.0,7.0,,,,981,28,774,2020-03-10
883,59.0,20.0,,,,1042,39,808,2020-03-11
884,41.0,11.0,,,,896,38,682,2020-03-12
885,42.0,7.0,,,,839,24,563,2020-03-13
886,42.0,6.0,,,,784,29,575,2020-03-14
887,38.0,10.0,,,,893,31,580,2020-03-15
888,43.0,9.0,,,,829,20,751,2020-03-16
889,98.0,20.0,,,,959,25,666,2020-03-17
890,83.0,12.0,,,,922,15,650,2020-03-18
891,41.0,5.0,,,,837,19,678,2020-03-19
892,32.0,11.0,,,,817,24,936,2020-03-20
893,47.0,7.0,,,,779,35,678,2020-03-21
894,43.0,11.0,,,,788,34,672,2020-03-22
895,42.0,10.0,,,,859,32,867,2020-03-23
896,41.0,5.0,,,,1097,27,1123,2020-03-24
897,58.0,8.0,,,,972,31,1080,2020-03-25
898,45.0,11.0,,,,1069,48,903,2020-03-26
899,46.0,11.0,,,,878,40,805,2020-03-27
900,50.0,15.0,,,,837,43,1091,2020-03-28
901,58.0,11.0,,,,979,29,1369,2020-03-29
902,67.0,16.0,,,,1100,38,850,2020-03-30
903,41.0,13.0,,,,1040,28,905,2020-03-31
904,50.0,5.0,,,,976,40,843,2020-04-01
905,64.0,5.0,,,,949,31,758,2020-04-02
906,64.0,10.0,,,,945,35,783,2020-04-03
907,63.0,4.0,,,,937,61,682,2020-04-04
908,51.0,12.0,,,,1301,29,792,2020-04-05
909,58.0,15.0,,,,1130,51,714,2020-04-06
910,46.0,6.0,,,,1049,30,852,2020-04-07
911,53.0,7.0,,,,1001,23,780,2020-04-08
912,72.0,15.0,,,,1010,31,645,2020-04-09
913,59.0,13.0,,,,1023,59,651,2020-04-10
914,45.0,9.0,,,,997,36,657,2020-04-11
915,48.0,16.0,,,,1055,29,827,2020-04-12
916,58.0,8.0,,,,1092,35,751,2020-04-13
917,46.0,31.0,,,,1115,53,717,2020-04-14
918,55.0,12.0,,,,1116,30,682,2020-04-15
919,31.0,20.0,,,,1197,39,624,2020-04-16
920,54.0,18.0,,,,998,32,624,2020-04-17
921,56.0,16.0,,,,1054,33,654,2020-04-18
922,55.0,17.0,,,,1345,32,811,2020-04-19
923,83.0,23.0,,,,1318,25,896,2020-04-20
924,67.0,27.0,,,,1433,49,750,2020-04-21
925,54.0,14.0,,,,1166,29,734,2020-04-22
926,63.0,18.0,,,,1210,37,733,2020-04-23
927,42.0,23.0,,,,1150,36,690,2020-04-24
928,72.0,17.0,,,,1264,38,720,2020-04-25
929,78.0,21.0,,,,1322,44,721,2020-04-26
930,70.0,7.0,,,,1256,37,807,2020-04-27
931,57.0,11.0,,,,1273,26,795,2020-04-28
932,43.0,19.0,,,,1188,41,694,2020-04-29
933,48.0,10.0,,,,1233,36,701,2020-04-30
934,62.0,19.0,,,,1129,33,729,2020-05-01
935,45.0,17.0,,,,1056,36,819,2020-05-02
936,78.0,15.0,,,,1392,52,812,2020-05-03
937,71.0,10.0,,,,1356,37,717,2020-05-04
938,62.0,12.0,,,,1257,31,678,2020-05-05
939,68.0,32.0,,,,1140,44,680,2020-05-06
940,75.0,31.0,,,,1207,55,685,2020-05-07
941,57.0,27.0,,,,1076,45,668,2020-05-08
942,74.0,15.0,,,,970,30,677,2020-05-09
943,63.0,22.0,,,,1015,48,731,2020-05-10
944,75.0,25.0,,,,1055,34,726,2020-05-11
945,65.0,28.0,,,,1054,24,622,2020-05-12
946,48.0,27.0,,,,986,47,604,2020-05-13
947,74.0,22.0,,,,977,26,709,2020-05-14
948,80.0,21.0,,,,1140,29,816,2020-05-15
949,74.0,24.0,,,,941,37,663,2020-05-16
950,63.0,19.0,,,,1072,48,631,2020-05-17
951,77.0,30.0,,,,1036,39,588,2020-05-18
952,80.0,38.0,,,,1089,32,606,2020-05-19
953,85.0,58.0,,,,1089,29,560,2020-05-20
954,138.0,117.0,,,,952,23,620,2020-05-21
955,519.0,149.0,,,,910,35,530,2020-05-22
956,231.0,100.0,,,,909,33,606,2020-05-23
957,114.0,63.0,,,,999,36,621,2020-05-24
958,86.0,82.0,,,,1010,31,603,2020-05-25
959,84.0,87.0,,,,1065,52,588,2020-05-26
960,71.0,57.0,,,,979,50,674,2020-05-27
961,68.0,29.0,,,,1037,35,545,2020-05-28
962,55.0,75.0,,,,1007,39,662,2020-05-29
963,46.0,34.0,,,,898,44,508,2020-05-30
964,54.0,38.0,,,,1781,34,602,2020-05-31
965,61.0,23.0,,,,1403,31,663,2020-06-01
966,72.0,42.0,,,,1202,41,607,2020-06-02
967,93.0,31.0,,,,1323,37,712,2020-06-03
968,90.0,56.0,,,,1136,76,672,2020-06-04
969,87.0,50.0,,,,1075,34,666,2020-06-05
970,73.0,23.0,,,,961,28,756,2020-06-06
971,77.0,27.0,,,,1051,38,574,2020-06-07
972,79.0,25.0,,,,1082,37,703,2020-06-08
973,61.0,23.0,,,,1045,35,604,2020-06-09
974,52.0,19.0,,,,995,35,643,2020-06-10
975,97.0,16.0,,,,1085,41,629,2020-06-11
976,59.0,19.0,,,,3436,40,591,2020-06-12
977,87.0,39.0,,,,1051,31,609,2020-06-13
978,60.0,43.0,,,,1013,35,623,2020-06-14
979,74.0,31.0,,,,1051,43,588,2020-06-15
980,50.0,25.0,,,,1099,35,583,2020-06-16
981,46.0,20.0,,,,1013,50,715,2020-06-17
982,88.0,14.0,,,,976,37,477,2020-06-18
983,121.0,20.0,,,,979,39,467,2020-06-19
984,129.0,16.0,,,,932,48,500,2020-06-20
985,97.0,20.0,,,,992,19,573,2020-06-21
986,79.0,16.0,,,,935,24,507,2020-06-22
987,70.0,20.0,,,,1185,38,457,2020-06-23
988,45.0,25.0,,,,1023,52,496,2020-06-24
989,57.0,21.0,,,,1723,20,493,2020-06-25
990,69.0,38.0,,,,1375,22,566,2020-06-26
991,56.0,20.0,,,,1099,34,564,2020-06-27
992,68.0,12.0,,,,1177,30,566,2020-06-28
993,50.0,24.0,,,,975,38,490,2020-06-29
994,30.0,14.0,,,,1082,31,483,2020-06-30
995,38.0,19.0,,,,925,30,418,2020-07-01
996,50.0,20.0,,,,1000,27,461,2020-07-02
997,40.0,21.0,,,,976,26,489,2020-07-03
998,40.0,41.0,,,,1033,35,466,2020-07-04
999,57.0,16.0,,,,960,19,516,2020-07-05
1000,33.0,67.0,,,,970,32,470,2020-07-06
1001,54.0,28.0,,,,934,23,445,2020-07-07
1002,44.0,20.0,,,,1149,35,584,2020-07-08
1003,39.0,21.0,,,,1096,33,663,2020-07-09
1004,36.0,16.0,,,,1004,29,583,2020-07-10
1005,42.0,18.0,,,,1004,36,495,2020-07-11
1006,47.0,7.0,,,,1168,38,597,2020-07-12
1007,44.0,26.0,,,,1166,45,533,2020-07-13
1008,51.0,22.0,,,,1459,64,657,2020-07-14
1009,42.0,22.0,,,,1250,77,483,2020-07-15
1010,36.0,17.0,,,,1051,63,546,2020-07-16
1011,64.0,18.0,,,,944,54,679,2020-07-17
1012,47.0,23.0,,,,933,38,485,2020-07-18
1013,48.0,17.0,,,,897,29,634,2020-07-19
1014,43.0,20.0,,,,1020,21,444,2020-07-20
1015,40.0,10.0,,,,876,36,535,2020-07-21
1016,69.0,9.0,,,,894,29,468,2020-07-22
1017,63.0,15.0,,,,1190,38,472,2020-07-23
1018,66.0,7.0,,,,790,34,452,2020-07-24
1019,37.0,11.0,,,,829,29,583,2020-07-25
1020,44.0,14.0,,,,949,26,647,2020-07-26
1021,48.0,11.0,,,,871,23,558,2020-07-27
1022,43.0,13.0,,,,896,23,530,2020-07-28
1023,48.0,15.0,,,,897,26,575,2020-07-29
1024,38.0,12.0,,,,919,31,625,2020-07-30
1025,42.0,13.0,,,,754,20,553,2020-07-31
1026,45.0,13.0,,,,968,42,567,2020-08-01
1027,43.0,31.0,,,,995,25,660,2020-08-02
1028,44.0,12.0,,,,1016,24,624,2020-08-03
1029,63.0,36.0,,,,970,37,602,2020-08-04
1030,69.0,17.0,,,,998,28,619,2020-08-05
1031,41.0,9.0,,,,1027,54,616,2020-08-06
1032,48.0,27.0,,,,1037,25,608,2020-08-07
1033,62.0,11.0,,,,942,30,508,2020-08-08
1034,58.0,8.0,,,,1895,23,776,2020-08-09
1035,61.0,20.0,,,,1171,30,659,2020-08-10
1036,71.0,17.0,,,,2092,16,662,2020-08-11
1037,44.0,4.0,,,,2632,32,578,2020-08-12
1038,37.0,12.0,,,,1502,39,628,2020-08-13
1039,45.0,18.0,,,,1097,57,613,2020-08-14
1040,54.0,13.0,,,,1393,96,597,2020-08-15
1041,41.0,17.0,,,,1463,85,678,2020-08-16
1042,42.0,12.0,,,,1338,78,532,2020-08-17
1043,45.0,10.0,,,,1075,61,571,2020-08-18
1044,137.0,31.0,,,,1228,46,602,2020-08-19
1045,302.0,118.0,,,,1107,24,786,2020-08-20
1046,144.0,117.0,,,,950,59,899,2020-08-21
1047,65.0,25.0,,,,899,25,728,2020-08-22
1048,64.0,12.0,,,,1104,49,748,2020-08-23
1049,68.0,24.0,,,,1308,35,722,2020-08-24
1050,59.0,19.0,,,,1303,30,770,2020-08-25
1051,55.0,15.0,,,,1153,51,1106,2020-08-26
1052,52.0,19.0,,,,1231,66,956,2020-08-27
1053,59.0,27.0,,,,1094,68,1106,2020-08-28
1054,44.0,11.0,,,,1393,63,1028,2020-08-29
1055,53.0,21.0,,,,1452,39,2906,2020-08-30
1056,69.0,20.0,,,,1797,43,2901,2020-08-31
1057,45.0,24.0,,,,21302,1060,9618,2020-09-01
1058,49.0,15.0,,,,29899,1412,14778,2020-09-02
1059,51.0,18.0,,,,10224,1307,4984,2020-09-03
1060,45.0,32.0,,,,5079,851,2921,2020-09-04
1061,48.0,19.0,,,,4367,632,2324,2020-09-05
1062,68.0,37.0,,,,2852,454,2457,2020-09-06
1063,113.0,48.0,,,,2466,262,4055,2020-09-07
1064,94.0,35.0,,,,3393,300,5679,2020-09-08
1065,88.0,32.0,,,,3465,219,7580,2020-09-09
1066,74.0,35.0,,,,2478,136,4144,2020-09-10
1067,85.0,45.0,,,,2622,142,4616,2020-09-11
1068,66.0,42.0,,,,2426,82,2997,2020-09-12
1069,47.0,38.0,,,,1765,94,2205,2020-09-13
1070,86.0,43.0,,,,1636,87,2289,2020-09-14
1071,88.0,45.0,,,,1540,58,1794,2020-09-15
1072,80.0,21.0,,,,1528,49,1759,2020-09-16
1073,79.0,28.0,,,,1590,42,1490,2020-09-17
1074,65.0,28.0,,,,1425,88,1405,2020-09-18
1075,49.0,5.0,,,,1027,62,1170,2020-09-19
1076,55.0,18.0,,,,1174,47,1457,2020-09-20
1077,62.0,20.0,,,,1197,60,1415,2020-09-21
1078,70.0,8.0,,,,1559,52,2254,2020-09-22
1079,76.0,21.0,,,,1743,82,2067,2020-09-23
1080,58.0,9.0,,,,1238,29,1530,2020-09-24
1081,48.0,22.0,,,,17037,772,18099,2020-09-25
1082,45.0,8.0,,,,8153,273,6820,2020-09-26
1083,46.0,35.0,,,,3807,131,3567,2020-09-27
1084,56.0,24.0,,,,2342,65,2463,2020-09-28
1085,91.0,5.0,,,,2205,51,2090,2020-09-29
1086,65.0,15.0,,,,1861,47,1605,2020-09-30
1087,50.0,16.0,,,,1388,30,2107,2020-10-01
1088,52.0,11.0,,,,1252,73,1314,2020-10-02
1089,50.0,9.0,,,,1129,59,953,2020-10-03
1090,54.0,6.0,,,,1182,56,2810,2020-10-04
1091,61.0,9.0,,,,1207,47,1470,2020-10-05
1092,54.0,10.0,,,,1293,49,1031,2020-10-06
1093,64.0,24.0,,,,1238,53,969,2020-10-07
1094,66.0,8.0,,,,1075,46,930,2020-10-08
1095,60.0,11.0,,,,981,41,926,2020-10-09
1096,58.0,6.0,,,,871,48,1385,2020-10-10
1097,55.0,12.0,,,,902,46,1062,2020-10-11
1098,68.0,15.0,,,,1166,28,915,2020-10-12
1099,49.0,7.0,,,,1432,47,924,2020-10-13
1100,61.0,11.0,,,,1539,31,916,2020-10-14
1101,78.0,11.0,,,,1454,39,921,2020-10-15
1102,70.0,9.0,,,,10177,150,1945,2020-10-16
1103,81.0,9.0,,,,33550,600,3940,2020-10-17
1104,62.0,16.0,,,,16819,452,5151,2020-10-18
1105,81.0,10.0,,,,11985,359,12947,2020-10-19
1106,111.0,10.0,,,,7493,295,5617,2020-10-20
1107,87.0,7.0,,,,6891,317,4245,2020-10-21
1108,89.0,13.0,,,,8707,719,3290,2020-10-22
1109,74.0,12.0,,,,8723,1751,2412,2020-10-23
1110,85.0,9.0,,,,6867,2348,2388,2020-10-24
1111,61.0,12.0,,,,7337,1900,2447,2020-10-25
1112,80.0,11.0,,,,9202,1890,2531,2020-10-26
1113,99.0,10.0,,,,11577,1681,2880,2020-10-27
1114,107.0,6.0,,,,17053,1641,3519,2020-10-28
1115,104.0,16.0,,,,26704,1235,3969,2020-10-29
1116,119.0,7.0,,,,22184,845,3460,2020-10-30
1117,81.0,12.0,,,,13839,768,3284,2020-10-31
1118,82.0,20.0,,,,13166,454,3577,2020-11-01
1119,86.0,17.0,,,,9247,315,3468,2020-11-02
1120,138.0,25.0,,,,9016,229,2561,2020-11-03
1121,86.0,11.0,,,,4221,108,2536,2020-11-04
1122,73.0,20.0,,,,3672,113,1679,2020-11-05
1123,80.0,14.0,,,,2979,96,1360,2020-11-06
1124,89.0,20.0,,,,2277,87,1620,2020-11-07
1125,62.0,31.0,,,,2169,71,2532,2020-11-08
1126,90.0,7.0,,,,2315,63,1695,2020-11-09
1127,84.0,9.0,,,,2264,79,2014,2020-11-10
1128,95.0,15.0,,,,2060,67,2415,2020-11-11
1129,75.0,16.0,,,,1814,66,2345,2020-11-12
1130,73.0,11.0,,,,2202,87,3575,2020-11-13
1131,56.0,13.0,,,,1819,85,2017,2020-11-14
1132,97.0,21.0,,,,1567,61,1857,2020-11-15
1133,85.0,19.0,,,,1831,66,1446,2020-11-16
1134,121.0,11.0,,,,1764,45,1085,2020-11-17
1135,85.0,17.0,,,,1679,49,1090,2020-11-18
1136,92.0,9.0,,,,1952,37,1047,2020-11-19
1137,78.0,13.0,,,,1594,47,934,2020-11-20
1138,100.0,11.0,,,,1280,23,912,2020-11-21
1139,66.0,17.0,,,,1449,90,1010,2020-11-22
1140,66.0,13.0,,,,1668,42,1140,2020-11-23
1141,121.0,15.0,,,,1754,37,880,2020-11-24
1142,82.0,16.0,,,,1565,31,845,2020-11-25
1143,98.0,14.0,,,,2145,28,834,2020-11-26
1144,62.0,10.0,,,,1365,39,852,2020-11-27
1145,61.0,15.0,,,,1111,22,646,2020-11-28
1146,71.0,11.0,,,,1167,24,739,2020-11-29
1147,93.0,10.0,,,,1409,33,755,2020-11-30
1148,75.0,12.0,,,,1212,23,793,2020-12-01
1149,87.0,12.0,,,,1294,12,892,2020-12-02
1150,87.0,5.0,,,,1217,24,773,2020-12-03
1151,72.0,8.0,,,,1121,17,651,2020-12-04
1152,70.0,23.0,,,,1072,19,717,2020-12-05
1153,65.0,7.0,,,,995,40,793,2020-12-06
1154,160.0,9.0,,,,1166,20,763,2020-12-07
1155,109.0,16.0,,,,1461,30,973,2020-12-08
1156,90.0,20.0,,,,1206,28,938,2020-12-09
1157,94.0,9.0,,,,1259,26,784,2020-12-10
1158,85.0,14.0,,,,983,25,665,2020-12-11
1159,65.0,25.0,,,,954,24,655,2020-12-12
1160,64.0,15.0,,,,976,31,762,2020-12-13
1161,55.0,8.0,,,,1121,36,708,2020-12-14
1162,66.0,27.0,,,,1094,20,857,2020-12-15
1163,70.0,20.0,,,,5618,87,1675,2020-12-16
1164,70.0,17.0,,,,3972,82,1123,2020-12-17
1165,70.0,12.0,,,,1824,24,916,2020-12-18
1166,69.0,17.0,,,,1342,17,496,2020-12-19
1167,76.0,19.0,,,,1181,14,479,2020-12-20
1168,134.0,23.0,,,,1013,14,534,2020-12-21
1169,170.0,20.0,,,,970,22,539,2020-12-22
1170,130.0,13.0,,,,1061,18,466,2020-12-23
1171,88.0,20.0,,,,827,23,415,2020-12-24
1172,87.0,10.0,,,,804,25,430,2020-12-25
1173,96.0,12.0,,,,920,20,428,2020-12-26
1174,100.0,10.0,,,,925,16,537,2020-12-27
1175,71.0,8.0,,,,914,15,518,2020-12-28
1176,86.0,5.0,,,,932,23,522,2020-12-29
1177,55.0,9.0,,,,986,18,611,2020-12-30
1178,76.0,12.0,,,,844,13,503,2020-12-31
1179,64.0,17.0,,,,889,18,426,2021-01-01
1180,106.0,3.0,,,,1074,21,795,2021-01-02
1181,66.0,13.0,,,,1419,23,1244,2021-01-03
1182,61.0,11.0,,,,1285,23,841,2021-01-04
1183,66.0,9.0,,,,1274,33,4857,2021-01-05
1184,64.0,15.0,,,,1341,29,1613,2021-01-06
1185,69.0,22.0,,,,2874,63,4572,2021-01-07
1186,84.0,33.0,,,,1989,45,1502,2021-01-08
1187,79.0,16.0,,,,1542,22,1214,2021-01-09
1188,63.0,8.0,,,,1281,19,1034,2021-01-10
1189,68.0,5.0,,,,1469,20,831,2021-01-11
1190,64.0,11.0,,,,1578,18,716,2021-01-12
1191,66.0,10.0,,,,1485,20,852,2021-01-13
1192,88.0,18.0,,,,1305,18,644,2021-01-14
1193,71.0,37.0,,,,1176,22,629,2021-01-15
1194,51.0,22.0,,,,978,22,595,2021-01-16
1195,78.0,40.0,,,,1047,19,923,2021-01-17
1196,140.0,61.0,,,,1591,24,702,2021-01-18
1197,103.0,18.0,,,,1425,21,610,2021-01-19
1198,75.0,29.0,,,,1202,19,658,2021-01-20
1199,83.0,13.0,,,,1303,22,1860,2021-01-21
1200,54.0,19.0,,,,1200,19,916,2021-01-22
1201,44.0,16.0,,,,1259,26,660,2021-01-23
1202,68.0,11.0,,,,1449,14,785,2021-01-24
1203,72.0,11.0,,,,1601,29,776,2021-01-25
1204,72.0,16.0,,,,1673,31,5840,2021-01-26
1205,91.0,22.0,,,,1443,14,1598,2021-01-27
1206,84.0,12.0,,,,1429,27,1116,2021-01-28
1207,54.0,8.0,,,,1115,31,772,2021-01-29
1208,39.0,13.0,,,,1164,30,795,2021-01-30
1209,57.0,15.0,,,,1219,19,811,2021-01-31
1210,81.0,12.0,,,,1366,24,756,2021-02-01
1211,74.0,6.0,,,,1326,17,746,2021-02-02
1212,104.0,15.0,,,,1248,31,739,2021-02-03
1213,68.0,10.0,,,,1543,24,751,2021-02-04
1214,87.0,13.0,,,,1205,28,670,2021-02-05
1215,67.0,11.0,,,,1039,26,688,2021-02-06
1216,55.0,8.0,,,,1134,13,823,2021-02-07
1217,76.0,5.0,,,,1231,13,958,2021-02-08
1218,81.0,13.0,,,,1378,39,630,2021-02-09
1219,77.0,9.0,,,,1237,27,712,2021-02-10
1220,67.0,12.0,,,,1148,30,658,2021-02-11
1221,56.0,12.0,,,,1245,22,607,2021-02-12
1222,54.0,18.0,,,,982,34,469,2021-02-13
1223,55.0,7.0,,,,1040,51,524,2021-02-14
1224,60.0,11.0,,,,1056,22,565,2021-02-15
1225,44.0,10.0,,,,1480,16,517,2021-02-16
1226,50.0,9.0,,,,1272,46,607,2021-02-17
1227,60.0,11.0,,,,1383,22,646,2021-02-18
1228,62.0,13.0,,,,1231,15,524,2021-02-19
1229,61.0,6.0,,,,1007,25,615,2021-02-20
1230,64.0,23.0,,,,1099,20,478,2021-02-21
1231,78.0,22.0,,,,1224,17,604,2021-02-22
1232,85.0,11.0,,,,1209,20,595,2021-02-23
1233,92.0,22.0,,,,1243,16,620,2021-02-24
1234,72.0,10.0,,,,1370,31,695,2021-02-25
1235,71.0,14.0,,,,1167,30,692,2021-02-26
1236,46.0,14.0,,,,1032,23,670,2021-02-27
1237,56.0,19.0,,,,1095,28,606,2021-02-28
1238,81.0,11.0,,,,1461,22,659,2021-03-01
1239,99.0,7.0,,,,1710,21,613,2021-03-02
1240,90.0,13.0,,,,1491,33,666,2021-03-03
1241,87.0,14.0,,,,1331,15,561,2021-03-04
1242,59.0,21.0,,,,1135,18,553,2021-03-05
1243,61.0,12.0,,,,1099,28,676,2021-03-06
1244,98.0,8.0,,,,1194,42,797,2021-03-07
1245,101.0,15.0,,,,1681,22,1027,2021-03-08
1246,82.0,15.0,,,,3322,32,912,2021-03-09
1247,95.0,14.0,,,,4014,39,1034,2021-03-10
1248,74.0,13.0,,,,2066,21,1276,2021-03-11
1249,71.0,11.0,,,,2238,26,827,2021-03-12
1250,60.0,10.0,,,,6011,61,739,2021-03-13
1251,70.0,9.0,,,,10081,134,918,2021-03-14
1252,90.0,7.0,,,,5967,89,823,2021-03-15
1253,106.0,9.0,,,,2402,65,706,2021-03-16
1254,84.0,12.0,,,,1763,53,782,2021-03-17
1255,124.0,11.0,,,,1355,35,702,2021-03-18
1256,94.0,6.0,,,,1324,32,692,2021-03-19
1257,54.0,7.0,,,,1205,29,594,2021-03-20
1258,65.0,11.0,,,,1382,23,775,2021-03-21
1259,72.0,19.0,,,,1478,22,722,2021-03-22
1260,51.0,14.0,,,,1795,35,730,2021-03-23
1261,84.0,10.0,,,,1330,30,907,2021-03-24
1262,75.0,7.0,,,,3835,30,1069,2021-03-25
1263,62.0,17.0,,,,6646,27,901,2021-03-26
1264,63.0,14.0,,,,3829,51,814,2021-03-27
1265,51.0,16.0,,,,2517,48,822,2021-03-28
1266,62.0,5.0,,,,2103,42,708,2021-03-29
1267,62.0,12.0,,,,2491,31,775,2021-03-30
1268,57.0,13.0,,,,1712,18,793,2021-03-31
1269,63.0,10.0,,,,1599,32,711,2021-04-01
1270,45.0,19.0,,,,1323,16,575,2021-04-02
1271,56.0,10.0,,,,1327,22,531,2021-04-03
1272,47.0,25.0,,,,1221,34,869,2021-04-04
1273,56.0,12.0,,,,1498,36,647,2021-04-05
1274,70.0,11.0,,,,1339,23,644,2021-04-06
1275,55.0,6.0,,,,1273,31,682,2021-04-07
1276,58.0,8.0,,,,1294,18,684,2021-04-08
1277,66.0,7.0,,,,1541,31,722,2021-04-09
1278,78.0,22.0,,,,1377,21,753,2021-04-10
1279,58.0,14.0,,,,1282,26,1099,2021-04-11
1280,52.0,35.0,,,,1361,16,748,2021-04-12
1281,71.0,6.0,,,,1300,25,582,2021-04-13
1282,73.0,7.0,,,,1330,17,641,2021-04-14
1283,63.0,25.0,,,,1546,28,609,2021-04-15
1284,73.0,19.0,,,,1642,20,717,2021-04-16
1285,74.0,8.0,,,,1315,39,706,2021-04-17
1286,58.0,13.0,,,,1514,34,638,2021-04-18
1287,71.0,16.0,,,,1632,29,801,2021-04-19
1288,89.0,11.0,,,,1720,21,577,2021-04-20
1289,102.0,18.0,,,,1432,31,587,2021-04-21
1290,109.0,9.0,,,,1395,32,693,2021-04-22
1291,67.0,12.0,,,,1263,40,729,2021-04-23
1292,86.0,18.0,,,,1186,31,646,2021-04-24
1293,63.0,12.0,,,,1388,19,795,2021-04-25
1294,80.0,15.0,,,,1279,29,822,2021-04-26
1295,98.0,12.0,,,,1181,28,1890,2021-04-27
1296,80.0,14.0,,,,1233,31,939,2021-04-28
1297,73.0,17.0,,,,1435,33,869,2021-04-29
1298,66.0,8.0,,,,1116,44,842,2021-04-30
1299,69.0,10.0,,,,1051,84,723,2021-05-01
1300,116.0,13.0,,,,1068,42,788,2021-05-02
1301,79.0,14.0,,,,1466,29,742,2021-05-03
1302,93.0,17.0,,,,1167,20,739,2021-05-04
1303,73.0,13.0,,,,1167,24,782,2021-05-05
1304,53.0,8.0,,,,1272,27,749,2021-05-06
1305,93.0,12.0,,,,1077,25,716,2021-05-07
1306,76.0,12.0,,,,968,27,942,2021-05-08
1307,71.0,17.0,,,,1045,28,735,2021-05-09
1308,73.0,6.0,,,,1313,47,749,2021-05-10
1309,84.0,19.0,,,,1331,41,761,2021-05-11
1310,76.0,17.0,,,,1335,24,685,2021-05-12
1311,68.0,15.0,,,,2719,19,647,2021-05-13
1312,74.0,12.0,,,,2088,60,793,2021-05-14
1313,83.0,18.0,,,,1686,126,748,2021-05-15
1314,68.0,8.0,,,,1500,123,822,2021-05-16
1315,106.0,15.0,,,,1493,80,695,2021-05-17
1316,153.0,18.0,,,,1551,43,691,2021-05-18
1317,143.0,16.0,,,,1311,52,793,2021-05-19
1318,114.0,19.0,,,,1284,52,919,2021-05-20
1319,164.0,28.0,,,,2029,27,628,2021-05-21
1320,556.0,205.0,,,,2078,33,506,2021-05-22
1321,317.0,47.0,,,,1496,33,537,2021-05-23
1322,175.0,31.0,,,,2318,22,641,2021-05-24
1323,141.0,27.0,,,,2213,29,655,2021-05-25
1324,138.0,34.0,,,,1464,29,638,2021-05-26
1325,117.0,21.0,,,,1617,29,633,2021-05-27
1326,102.0,12.0,,,,1357,32,587,2021-05-28
1327,78.0,11.0,,,,1144,32,494,2021-05-29
1328,99.0,16.0,,,,1040,27,523,2021-05-30
1329,84.0,13.0,,,,1140,26,549,2021-05-31
1330,76.0,24.0,,,,1162,36,606,2021-06-01
1331,78.0,20.0,,,,1008,19,624,2021-06-02
1332,79.0,22.0,,,,1096,32,604,2021-06-03
1333,97.0,6.0,,,,1179,29,493,2021-06-04
1334,72.0,17.0,,,,912,26,646,2021-06-05
1335,76.0,10.0,,,,1055,14,604,2021-06-06
1336,81.0,7.0,,,,1029,21,665,2021-06-07
1337,84.0,9.0,,,,1141,36,628,2021-06-08
1338,78.0,11.0,,,,1209,42,502,2021-06-09
1339,97.0,8.0,,,,1109,38,546,2021-06-10
1340,70.0,5.0,,,,1085,26,475,2021-06-11
1341,91.0,12.0,,,,938,42,429,2021-06-12
1342,45.0,8.0,,,,954,47,503,2021-06-13
1343,53.0,12.0,,,,992,21,463,2021-06-14
1344,58.0,22.0,,,,1111,23,537,2021-06-15
1345,58.0,13.0,,,,1136,23,447,2021-06-16
1346,296.0,27.0,,,,2051,24,373,2021-06-17
1347,171.0,18.0,,,,1280,21,347,2021-06-18
1348,115.0,20.0,,,,1190,26,385,2021-06-19
1349,115.0,14.0,,,,997,27,479,2021-06-20
1350,77.0,15.0,,,,1065,34,409,2021-06-21
1351,93.0,31.0,,,,905,21,449,2021-06-22
1352,78.0,14.0,,,,969,21,373,2021-06-23
1353,98.0,12.0,,,,936,26,541,2021-06-24
1354,72.0,14.0,,,,899,33,484,2021-06-25
1355,62.0,15.0,,,,933,14,382,2021-06-26
1356,49.0,15.0,,,,1049,26,360,2021-06-27
1357,75.0,11.0,,,,1373,19,382,2021-06-28
